Page Name	Page URL	Ad Group ID	Ad ID	Ad Text	Photo/Video ID	Ad Impressions	Ad Impressions Range high	Ad Impressions Range low	Ad Impressions Range avg	Ad Group Age Gender Reach 18-24 female	Ad Group Age Gender Reach 18-24 male	Ad Group Age Gender Reach 18-24 unknown	Ad Group Age Gender Reach 25-34 female	Ad Group Age Gender Reach 25-34 male	Ad Group Age Gender Reach 25-34 unknown	Ad Group Age Gender Reach 35-44 female	Ad Group Age Gender Reach 35-44 male	Ad Group Age Gender Reach 35-44 unknown	Ad Group Age Gender Reach 45-54 female	Ad Group Age Gender Reach 45-54 male	Ad Group Age Gender Reach 45-54 unknown	Ad Group Age Gender Reach 55-64 female	Ad Group Age Gender Reach 55-64 male	Ad Group Age Gender Reach 55-64 unknown	Ad Group Age Gender Reach 65+ female	Ad Group Age Gender Reach 65+ male	Ad Group Age Gender Reach 65+ unknown	Ad Group Age Gender Reach Avg Volume 18-24 female	Ad Group Age Gender Reach Avg Volume 18-24 male	Ad Group Age Gender Reach Avg Volume 18-24 unknown	Ad Group Age Gender Reach Avg Volume 25-34 female	Ad Group Age Gender Reach Avg Volume 25-34 male	Ad Group Age Gender Reach Avg Volume 25-34 unknown	Ad Group Age Gender Reach Avg Volume 35-44 female	Ad Group Age Gender Reach Avg Volume 35-44 male	Ad Group Age Gender Reach Avg Volume 35-44 unknown	Ad Group Age Gender Reach Avg Volume 45-54 female	Ad Group Age Gender Reach Avg Volume 45-54 male	Ad Group Age Gender Reach Avg Volume 45-54 unknown	Ad Group Age Gender Reach Avg Volume 55-64 female	Ad Group Age Gender Reach Avg Volume 55-64 male	Ad Group Age Gender Reach Avg Volume 55-64 unknown	Ad Group Age Gender Reach Avg Volume 65+ female	Ad Group Age Gender Reach Avg Volume 65+ male	Ad Group Age Gender Reach Avg Volume 65+ unknown	Ad Group Region Reach England	Ad Group Region Reach Northern Ireland	Ad Group Region Reach Scotland	Ad Group Region Reach Wales	Ad Start Date	Ad Start Date String	Ad End Date	Ad End Date String
Vote Leave	https://www.facebook.com/voteleave/	710	2143	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3016	1000-4999	4999	1000	2999	7%	21%	<1%	4%	20%	<1%	4%	12%	<1%	3%	11%	<1%	3%	6%	<1%	3%	4%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	87%	3%	4%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	710	2144	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3017	5000-9999	9999	5000	7499	7%	21%	<1%	4%	20%	<1%	4%	12%	<1%	3%	11%	<1%	3%	6%	<1%	3%	4%	<1%	1350	1350	0	1875	1875	0	2625	2625	0	3375	3375	0	4124	4124	0	4874	4874	0	87%	3%	4%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	710	2145	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3017	10000-19999	19999	10000	14999	7%	21%	<1%	4%	20%	<1%	4%	12%	<1%	3%	11%	<1%	3%	6%	<1%	3%	4%	<1%	2700	2700	0	3750	3750	0	5250	5250	0	6750	6750	0	8249	8249	0	9749	9749	0	87%	3%	4%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	710	2146	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3017	500000-999999	999999	500000	749999	7%	21%	<1%	4%	20%	<1%	4%	12%	<1%	3%	11%	<1%	3%	6%	<1%	3%	4%	<1%	135000	135000	0	187500	187500	0	262500	262500	0	337500	337500	0	412499	412499	0	487499	487499	0	87%	3%	4%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	713	2147	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3015	5000-9999	9999	5000	7499	4%	15%	<1%	5%	18%	<1%	4%	12%	<1%	5%	13%	<1%	5%	8%	<1%	4%	5%	<1%	1350	1350	0	1875	1875	0	2625	2625	0	3375	3375	0	4124	4124	0	4874	4874	0	84%	4%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	713	2148	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3015	50000-99999	99999	50000	74999	4%	15%	<1%	5%	18%	<1%	4%	12%	<1%	5%	13%	<1%	5%	8%	<1%	4%	5%	<1%	13500	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	84%	4%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	713	2149	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3015	200000-499999	499999	200000	349999	4%	15%	<1%	5%	18%	<1%	4%	12%	<1%	5%	13%	<1%	5%	8%	<1%	4%	5%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	84%	4%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	717	2150	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3016	1000-4999	4999	1000	2999	5%	16%	<1%	6%	20%	<1%	4%	13%	<1%	4%	14%	<1%	4%	8%	<1%	3%	3%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	85%	5%	4%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	717	2151	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3017	10000-19999	19999	10000	14999	5%	16%	<1%	6%	20%	<1%	4%	13%	<1%	4%	14%	<1%	4%	8%	<1%	3%	3%	<1%	2700	2700	0	3750	3750	0	5250	5250	0	6750	6750	0	8249	8249	0	9749	9749	0	85%	5%	4%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	717	2152	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3017	20000-49999	49999	20000	34999	5%	16%	<1%	6%	20%	<1%	4%	13%	<1%	4%	14%	<1%	4%	8%	<1%	3%	3%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	85%	5%	4%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	717	2153	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3017	1000000-1999999	1999999	1000000	1499999	5%	16%	<1%	6%	20%	<1%	4%	13%	<1%	4%	14%	<1%	4%	8%	<1%	3%	3%	<1%	270000	270000	0	375000	375000	0	525000	525000	0	675000	675000	0	824999	824999	0	974999	974999	0	85%	5%	4%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	720	2154	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3015	10000-19999	19999	10000	14999	2%	2%		3%	3%	<1%	5%	6%	<1%	12%	10%	<1%	15%	10%	<1%	16%	13%	<1%	2700	2700	0	3750	3750	0	5250	5250	0	6750	6750	0	8249	8249	0	9749	9749	0	88%	1%	6%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	720	2155	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3015	5000-9999	9999	5000	7499	2%	2%		3%	3%	<1%	5%	6%	<1%	12%	10%	<1%	15%	10%	<1%	16%	13%	<1%	1350	1350	0	1875	1875	0	2625	2625	0	3375	3375	0	4124	4124	0	4874	4874	0	88%	1%	6%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	720	2156	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3015	100000-199999	199999	100000	149999	2%	2%		3%	3%	<1%	5%	6%	<1%	12%	10%	<1%	15%	10%	<1%	16%	13%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	97499	97499	0	88%	1%	6%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	724	2157	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3016	1000-4999	4999	1000	2999	2%	2%		4%	3%	<1%	6%	6%	<1%	13%	9%	<1%	15%	10%	<1%	17%	12%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	87%	1%	6%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	724	2158	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3017	20000-49999	49999	20000	34999	2%	2%		4%	3%	<1%	6%	6%	<1%	13%	9%	<1%	15%	10%	<1%	17%	12%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	87%	1%	6%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	724	2159	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3017	20000-49999	49999	20000	34999	2%	2%		4%	3%	<1%	6%	6%	<1%	13%	9%	<1%	15%	10%	<1%	17%	12%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	87%	1%	6%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	724	2160	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! Read reviews, compare customer ratings, see screenshots, and learn more about Vote Leave. Download Vote Leave and enjoy it on your iPhone, iPad, and iPod touch. Download the Vote Leave iOS App Now! Vote Leave"	3017	200000-499999	499999	200000	349999	2%	2%		4%	3%	<1%	6%	6%	<1%	13%	9%	<1%	15%	10%	<1%	17%	12%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	87%	1%	6%	6%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	728	2161	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3016	0-999	999	0	499	1%	1%		4%	3%	<1%	8%	7%	<1%	14%	12%	<1%	14%	13%	<1%	10%	10%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	85%	2%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	728	2162	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3017	0-999	999	0	499	1%	1%		4%	3%	<1%	8%	7%	<1%	14%	12%	<1%	14%	13%	<1%	10%	10%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	85%	2%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	728	2163	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3017	10000-19999	19999	10000	14999	1%	1%		4%	3%	<1%	8%	7%	<1%	14%	12%	<1%	14%	13%	<1%	10%	10%	<1%	2700	2700	0	3750	3750	0	5250	5250	0	6750	6750	0	8249	8249	0	9749	9749	0	85%	2%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	728	2164	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3017	200000-499999	499999	200000	349999	1%	1%		4%	3%	<1%	8%	7%	<1%	14%	12%	<1%	14%	13%	<1%	10%	10%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	85%	2%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	731	2165	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3015	20000-49999	49999	20000	34999	1%	1%		3%	3%	<1%	8%	8%	<1%	13%	13%	<1%	14%	13%	<1%	10%	12%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	86%	2%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	731	2166	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3015	10000-19999	19999	10000	14999	1%	1%		3%	3%	<1%	8%	8%	<1%	13%	13%	<1%	14%	13%	<1%	10%	12%	<1%	2700	2700	0	3750	3750	0	5250	5250	0	6750	6750	0	8249	8249	0	9749	9749	0	86%	2%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	731	2167	"Get campaign information, meet and talk with fellow Vote Leave supporters and earn points, unlock badges, and compete for prizes! This is the official Vote Leave app for the 23 June referendum. #VoteLeave Download the Vote Leave Android App Now! Vote Leave"	3015	100000-199999	199999	100000	149999	1%	1%		3%	3%	<1%	8%	8%	<1%	13%	13%	<1%	14%	13%	<1%	10%	12%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	97499	97499	0	86%	2%	5%	7%	Mon May 30 2016 00:00:00 GMT+0100 (BST)	5/30/16		
Vote Leave	https://www.facebook.com/voteleave/	736	2168	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	20000-49999	49999	20000	34999							16%	22%	<1%	27%	28%	<1%	3%	3%	<1%	<1%	<1%		0	0	0	0	0	0	12250	12250	0	15750	15750	0	19249	19249	0	0	0	0	91%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	736	2169	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	0-999	999	0	499							16%	22%	<1%	27%	28%	<1%	3%	3%	<1%	<1%	<1%		0	0	0	0	0	0	175	175	0	225	225	0	274	274	0	0	0	0	91%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	736	2170	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	200000-499999	499999	200000	349999							16%	22%	<1%	27%	28%	<1%	3%	3%	<1%	<1%	<1%		0	0	0	0	0	0	122500	122500	0	157500	157500	0	192499	192499	0	0	0	0	91%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	736	2171	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	1000-4999	4999	1000	2999							16%	22%	<1%	27%	28%	<1%	3%	3%	<1%	<1%	<1%		0	0	0	0	0	0	1050	1050	0	1350	1350	0	1649	1649	0	0	0	0	91%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	736	2172	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	1000-4999	4999	1000	2999							16%	22%	<1%	27%	28%	<1%	3%	3%	<1%	<1%	<1%		0	0	0	0	0	0	1050	1050	0	1350	1350	0	1649	1649	0	0	0	0	91%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	741	2173	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3019	10000-19999	19999	10000	14999							9%	26%	<1%	18%	39%	<1%	3%	4%	<1%	<1%	<1%	<1%	0	0	0	0	0	0	5250	5250	0	6750	6750	0	8249	8249	0	0	0	0	90%	2%	2%	6%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	741	2174	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3019	0-999	999	0	499							9%	26%	<1%	18%	39%	<1%	3%	4%	<1%	<1%	<1%	<1%	0	0	0	0	0	0	175	175	0	225	225	0	274	274	0	0	0	0	90%	2%	2%	6%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	741	2175	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3019	10000-19999	19999	10000	14999							9%	26%	<1%	18%	39%	<1%	3%	4%	<1%	<1%	<1%	<1%	0	0	0	0	0	0	5250	5250	0	6750	6750	0	8249	8249	0	0	0	0	90%	2%	2%	6%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	741	2176	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3019	0-999	999	0	499							9%	26%	<1%	18%	39%	<1%	3%	4%	<1%	<1%	<1%	<1%	0	0	0	0	0	0	175	175	0	225	225	0	274	274	0	0	0	0	90%	2%	2%	6%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	741	2177	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3019	0-999	999	0	499							9%	26%	<1%	18%	39%	<1%	3%	4%	<1%	<1%	<1%	<1%	0	0	0	0	0	0	175	175	0	225	225	0	274	274	0	0	0	0	90%	2%	2%	6%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	742	2178	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3020	5000-9999	9999	5000	7499							19%	21%	<1%	28%	26%	<1%	2%	2%	<1%				0	0	0	0	0	0	2625	2625	0	3375	3375	0	4124	4124	0	0	0	0	92%	2%		6%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	746	2179	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	1000-4999	4999	1000	2999	8%	3%	<1%	15%	8%	<1%	6%	5%	<1%	8%	5%	<1%	14%	10%	<1%	8%	7%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	90%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	746	2180	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	0-999	999	0	499	8%	3%	<1%	15%	8%	<1%	6%	5%	<1%	8%	5%	<1%	14%	10%	<1%	8%	7%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	90%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	746	2181	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	200000-499999	499999	200000	349999	8%	3%	<1%	15%	8%	<1%	6%	5%	<1%	8%	5%	<1%	14%	10%	<1%	8%	7%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	90%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	746	2182	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3018	5000-9999	9999	5000	7499	8%	3%	<1%	15%	8%	<1%	6%	5%	<1%	8%	5%	<1%	14%	10%	<1%	8%	7%	<1%	1350	1350	0	1875	1875	0	2625	2625	0	3375	3375	0	4124	4124	0	4874	4874	0	90%	2%	<1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	750	2183	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3019	1000-4999	4999	1000	2999	2%	1%		3%	5%	<1%	3%	5%		6%	7%	<1%	16%	18%	<1%	14%	17%	<1%	540	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	90%	2%	1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	750	2184	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3019	0-999	999	0	499	2%	1%		3%	5%	<1%	3%	5%		6%	7%	<1%	16%	18%	<1%	14%	17%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	90%	2%	1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
Vote Leave	https://www.facebook.com/voteleave/	750	2185	"How many reasons do you need to vote to leave the EU? The UK is a great nation and it's time for us to take back control - this could be our last chance! By voting leave, we will take back control of our borders and the £350 million we hand over to the EU every week. Vote Leave on 23 June! Still Undecided? Click Here for More! Vote Leave"	3019	100000-199999	199999	100000	149999	2%	1%		3%	5%	<1%	3%	5%		6%	7%	<1%	16%	18%	<1%	14%	17%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	97499	97499	0	90%	2%	1%	7%	Tue May 31 2016 00:00:00 GMT+0100 (BST)	5/31/16		
