Page Name	Page URL	Ad Group ID	Ad ID	Ad Text	Photo/Video ID	Ad Impressions	Ad Impressions Range high	Ad Impressions Range low	Ad Impressions Range avg	Ad Group Age Gender Reach 18-24 female	Ad Group Age Gender Reach 18-24 male	Ad Group Age Gender Reach 18-24 unknown	Ad Group Age Gender Reach 25-34 female	Ad Group Age Gender Reach 25-34 male	Ad Group Age Gender Reach 25-34 unknown	Ad Group Age Gender Reach 35-44 female	Ad Group Age Gender Reach 35-44 male	Ad Group Age Gender Reach 35-44 unknown	Ad Group Age Gender Reach 45-54 female	Ad Group Age Gender Reach 45-54 male	Ad Group Age Gender Reach 45-54 unknown	Ad Group Age Gender Reach 55-64 female	Ad Group Age Gender Reach 55-64 male	Ad Group Age Gender Reach 55-64 unknown	Ad Group Age Gender Reach 65+ female	Ad Group Age Gender Reach 65+ male	Ad Group Age Gender Reach 65+ unknown	Ad Group Age Gender Reach Avg Volume 18-24 female	Ad Group Age Gender Reach Avg Volume 18-24 male	Ad Group Age Gender Reach Avg Volume 18-24 unknown	Ad Group Age Gender Reach Avg Volume 25-34 female	Ad Group Age Gender Reach Avg Volume 25-34 male	Ad Group Age Gender Reach Avg Volume 25-34 unknown	Ad Group Age Gender Reach Avg Volume 35-44 female	Ad Group Age Gender Reach Avg Volume 35-44 male	Ad Group Age Gender Reach Avg Volume 35-44 unknown	Ad Group Age Gender Reach Avg Volume 45-54 female	Ad Group Age Gender Reach Avg Volume 45-54 male	Ad Group Age Gender Reach Avg Volume 45-54 unknown	Ad Group Age Gender Reach Avg Volume 55-64 female	Ad Group Age Gender Reach Avg Volume 55-64 male	Ad Group Age Gender Reach Avg Volume 55-64 unknown	Ad Group Age Gender Reach Avg Volume 65+ female	Ad Group Age Gender Reach Avg Volume 65+ male	Ad Group Age Gender Reach Avg Volume 65+ unknown	Ad Group Region Reach England	Ad Group Region Reach Northern Ireland	Ad Group Region Reach Scotland	Ad Group Region Reach Wales	Ad Start Date	Ad Start Date String	Ad End Date	Ad End Date String
50 Million	https://www.facebook.com/50MillionUK/	629	1437	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	0-999	999	0	499	5%	17%	<1%	7%	22%	<1%	7%	13%	<1%	8%	9%	<1%	4%	4%	<1%	2%	2%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	629	1438	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	0-999	999	0	499	5%	17%	<1%	7%	22%	<1%	7%	13%	<1%	8%	9%	<1%	4%	4%	<1%	2%	2%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	629	1439	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	50000-99999	99999	50000	74999	5%	17%	<1%	7%	22%	<1%	7%	13%	<1%	8%	9%	<1%	4%	4%	<1%	2%	2%	<1%	13500	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	629	1440	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	200000-499999	499999	200000	349999	5%	17%	<1%	7%	22%	<1%	7%	13%	<1%	8%	9%	<1%	4%	4%	<1%	2%	2%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	629	1441	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	200000-499999	499999	200000	349999	5%	17%	<1%	7%	22%	<1%	7%	13%	<1%	8%	9%	<1%	4%	4%	<1%	2%	2%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	227499	227499	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	629	1442	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	20000-49999	49999	20000	34999	5%	17%	<1%	7%	22%	<1%	7%	13%	<1%	8%	9%	<1%	4%	4%	<1%	2%	2%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	633	1443	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	0-999	999	0	499	3%	20%	<1%	5%	25%	<1%	5%	16%	<1%	4%	11%	<1%	2%	4%	<1%	<1%	3%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	0	324	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	633	1444	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	0-999	999	0	499	3%	20%	<1%	5%	25%	<1%	5%	16%	<1%	4%	11%	<1%	2%	4%	<1%	<1%	3%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	0	324	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	633	1445	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	200000-499999	499999	200000	349999	3%	20%	<1%	5%	25%	<1%	5%	16%	<1%	4%	11%	<1%	2%	4%	<1%	<1%	3%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	0	227499	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	633	1446	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	200000-499999	499999	200000	349999	3%	20%	<1%	5%	25%	<1%	5%	16%	<1%	4%	11%	<1%	2%	4%	<1%	<1%	3%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	0	227499	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	633	1447	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	50000-99999	99999	50000	74999	3%	20%	<1%	5%	25%	<1%	5%	16%	<1%	4%	11%	<1%	2%	4%	<1%	<1%	3%	<1%	13500	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	0	48749	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	633	1448	"Predict the winners of the Euros for a chance to win £50 million! Who ever gets the closest is guaranteed £50k! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	0-999	999	0	499	3%	20%	<1%	5%	25%	<1%	5%	16%	<1%	4%	11%	<1%	2%	4%	<1%	<1%	3%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	0	324	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	633	1449	"Predict the winners of the Euros for a chance to win £50 million! Who ever gets the closest is guaranteed £50k! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores! It's Free to Enter - Play Now! 50 Million"	2874	100000-199999	199999	100000	149999	3%	20%	<1%	5%	25%	<1%	5%	16%	<1%	4%	11%	<1%	2%	4%	<1%	<1%	3%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	0	97499	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	633	1450	"Predict the winners of the Euros for a chance to win £50 million! Who ever gets the closest is guaranteed £50k! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores! It's Free to Enter - Play Now! 50 Million"	2874	5000-9999	9999	5000	7499	3%	20%	<1%	5%	25%	<1%	5%	16%	<1%	4%	11%	<1%	2%	4%	<1%	<1%	3%	<1%	1350	1350	0	1875	1875	0	2625	2625	0	3375	3375	0	4124	4124	0	0	4874	0	83%	3%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	637	1451	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	0-999	999	0	499	5%	20%		6%	25%	<1%	4%	14%	<1%	3%	11%	<1%	2%	6%	<1%	<1%	3%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	0	324	0	83%	3%	8%	5%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	637	1452	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	0-999	999	0	499	5%	20%		6%	25%	<1%	4%	14%	<1%	3%	11%	<1%	2%	6%	<1%	<1%	3%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	0	324	0	83%	3%	8%	5%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	637	1453	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	100000-199999	199999	100000	149999	5%	20%		6%	25%	<1%	4%	14%	<1%	3%	11%	<1%	2%	6%	<1%	<1%	3%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	0	97499	0	83%	3%	8%	5%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	637	1454	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	200000-499999	499999	200000	349999	5%	20%		6%	25%	<1%	4%	14%	<1%	3%	11%	<1%	2%	6%	<1%	<1%	3%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	0	227499	0	83%	3%	8%	5%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	637	1455	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	100000-199999	199999	100000	149999	5%	20%		6%	25%	<1%	4%	14%	<1%	3%	11%	<1%	2%	6%	<1%	<1%	3%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	0	97499	0	83%	3%	8%	5%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	637	1456	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	100000-199999	199999	100000	149999	5%	20%		6%	25%	<1%	4%	14%	<1%	3%	11%	<1%	2%	6%	<1%	<1%	3%	<1%	27000	27000	0	37500	37500	0	52500	52500	0	67500	67500	0	82499	82499	0	0	97499	0	83%	3%	8%	5%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	638	1457	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	200000-499999	499999	200000	349999	<1%	33%	<1%	1%	35%	<1%	<1%	13%	<1%	<1%	8%	<1%	<1%	4%	<1%	<1%	2%	<1%	0	63000	0	87500	87500	0	0	122500	0	0	157500	0	0	192499	0	0	227499	0	34%	<1%			Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	639	1458	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	200000-499999	499999	200000	349999	<1%	27%	<1%	1%	29%	<1%	1%	17%	<1%	1%	11%	<1%	1%	6%	<1%	<1%	3%	<1%	0	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	192499	192499	0	0	227499	0	44%	1%			Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	640	1459	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	50000-99999	99999	50000	74999	3%	30%	<1%	3%	32%	<1%	2%	12%	<1%	2%	8%	<1%	1%	3%	<1%	<1%	1%	<1%	13500	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	0	48749	0	80%	2%	7%		Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	647	1460	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	0-999	999	0	499	4%	5%		6%	9%	<1%	6%	10%	<1%	6%	17%	<1%	4%	16%	<1%	2%	15%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	85%	2%	7%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	647	1461	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	0-999	999	0	499	4%	5%		6%	9%	<1%	6%	10%	<1%	6%	17%	<1%	4%	16%	<1%	2%	15%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	85%	2%	7%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	647	1462	"Just predict the winners of Euro 2016 and win £50 million! It's free to play and you don't even need to get the scores right, just who wins each game! What would you do with £50 million? Click here to get started for a chance of winning the guaranteed £50 million!  Win £50 Million Now! 50 Million"	2875	50000-99999	99999	50000	74999	4%	5%		6%	9%	<1%	6%	10%	<1%	6%	17%	<1%	4%	16%	<1%	2%	15%	<1%	13500	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	85%	2%	7%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	653	1463	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	0-999	999	0	499	4%	5%	<1%	7%	9%	<1%	7%	10%	<1%	8%	16%	<1%	6%	14%	<1%	3%	10%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	84%	2%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	653	1464	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	0-999	999	0	499	4%	5%	<1%	7%	9%	<1%	7%	10%	<1%	8%	16%	<1%	6%	14%	<1%	3%	10%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	84%	2%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	653	1465	"The Euros are almost here and you probably already think you know which team will win. Click here to predict the winners for a chance to win £50 million! Click here to get started for a chance of winning the guaranteed £50 million! Just pick the winning teams. You don't even have to guess the scores right!  It's Free to Enter - Play Now! 50 Million"	2874	20000-49999	49999	20000	34999	4%	5%	<1%	7%	9%	<1%	7%	10%	<1%	8%	16%	<1%	6%	14%	<1%	3%	10%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	84%	2%	8%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	657	1466	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	0-999	999	0	499	8%	8%	<1%	10%	12%	<1%	6%	12%	<1%	5%	15%	<1%	2%	11%	<1%	1%	9%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	84%	3%	7%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	657	1467	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	0-999	999	0	499	8%	8%	<1%	10%	12%	<1%	6%	12%	<1%	5%	15%	<1%	2%	11%	<1%	1%	9%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	84%	3%	7%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	657	1468	"The Euros are almost here and we are giving away £50 MILLION to anyone who can guess the winners!. This is a once in a life time opportunity to get rich and you don't even have to get the scores right! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	20000-49999	49999	20000	34999	8%	8%	<1%	10%	12%	<1%	6%	12%	<1%	5%	15%	<1%	2%	11%	<1%	1%	9%	<1%	6300	6300	0	8750	8750	0	12250	12250	0	15750	15750	0	19249	19249	0	22749	22749	0	84%	3%	7%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	657	1469	"Predict the winners of the Euros for a chance to win £50 million! Who ever gets the closest is guaranteed £50k! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! Win £50m Now for Free! 50 Million"	2873	0-999	999	0	499	8%	8%	<1%	10%	12%	<1%	6%	12%	<1%	5%	15%	<1%	2%	11%	<1%	1%	9%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	84%	3%	7%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	657	1470	"Predict the winners of the Euros for a chance to win £50 million! Who ever gets the closest is guaranteed £50k! What would you do with £50 million? Get started now, it's free, fun to play and the prize is guaranteed! You don't even have to guess the scores! Win £50m Now for Free! 50 Million"	2873	5000-9999	9999	5000	7499	8%	8%	<1%	10%	12%	<1%	6%	12%	<1%	5%	15%	<1%	2%	11%	<1%	1%	9%	<1%	1350	1350	0	1875	1875	0	2625	2625	0	3375	3375	0	4124	4124	0	4874	4874	0	84%	3%	7%	6%	Tue May 24 2016 00:00:00 GMT+0100 (BST)	5/24/16		
50 Million	https://www.facebook.com/50MillionUK/	670	1471	"The European Football Championships are almost here and we're giving away £50 million to anyone who can guess the results. This is a once in a life time opportunity and it's free to enter - act fast though because this is a limited time offer. What would you do with £50 million?"	2876	0-999	999	0	499	5%	23%	<1%	5%	30%	<1%	3%	14%	<1%	2%	9%	<1%	<1%	4%	<1%	<1%	2%	<1%	90	90	0	125	125	0	175	175	0	225	225	0	0	274	0	0	324	0	81%	4%	9%	5%	Fri May 27 2016 00:00:00 GMT+0100 (BST)	5/27/16		
50 Million	https://www.facebook.com/50MillionUK/	670	1472	"The European Football Championships are almost here and we're giving away £50 million to anyone who can guess the results. This is a once in a life time opportunity and it's free to enter - act fast though because this is a limited time offer. What would you do with £50 million?"	2876	500000-999999	999999	500000	749999	5%	23%	<1%	5%	30%	<1%	3%	14%	<1%	2%	9%	<1%	<1%	4%	<1%	<1%	2%	<1%	135000	135000	0	187500	187500	0	262500	262500	0	337500	337500	0	0	412499	0	0	487499	0	81%	4%	9%	5%	Fri May 27 2016 00:00:00 GMT+0100 (BST)	5/27/16		
50 Million	https://www.facebook.com/50MillionUK/	670	1473	"The European Football Championships are almost here and we're giving away £50 million to anyone who can guess the results. This is a once in a life time opportunity and it's free to enter - act fast though because this is a limited time offer. What would you do with £50 million?"	2876	200000-499999	499999	200000	349999	5%	23%	<1%	5%	30%	<1%	3%	14%	<1%	2%	9%	<1%	<1%	4%	<1%	<1%	2%	<1%	63000	63000	0	87500	87500	0	122500	122500	0	157500	157500	0	0	192499	0	0	227499	0	81%	4%	9%	5%	Fri May 27 2016 00:00:00 GMT+0100 (BST)	5/27/16		
50 Million	https://www.facebook.com/50MillionUK/	670	1474	"The European Football Championships are almost here and we're giving away £50 million to anyone who can guess the results. This is a once in a life time opportunity and it's free to enter - act fast though because this is a limited time offer. What would you do with £50 million?"	2876	500000-999999	999999	500000	749999	5%	23%	<1%	5%	30%	<1%	3%	14%	<1%	2%	9%	<1%	<1%	4%	<1%	<1%	2%	<1%	135000	135000	0	187500	187500	0	262500	262500	0	337500	337500	0	0	412499	0	0	487499	0	81%	4%	9%	5%	Fri May 27 2016 00:00:00 GMT+0100 (BST)	5/27/16		
Vote Leave	https://www.facebook.com/voteleave/	206	1639	"Did you know? Great Britain sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2908	0-999	999	0	499	<1%	2%		1%	4%	<1%	4%	8%	<1%	12%	16%	<1%	17%	15%	<1%	10%	10%	<1%	0	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	87%	1%	6%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	206	1640	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2908	1000-4999	4999	1000	2999	<1%	2%		1%	4%	<1%	4%	8%	<1%	12%	16%	<1%	17%	15%	<1%	10%	10%	<1%	0	540	0	750	750	0	1050	1050	0	1350	1350	0	1649	1649	0	1949	1949	0	87%	1%	6%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	206	1641	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2908	10000-19999	19999	10000	14999	<1%	2%		1%	4%	<1%	4%	8%	<1%	12%	16%	<1%	17%	15%	<1%	10%	10%	<1%	0	2700	0	3750	3750	0	5250	5250	0	6750	6750	0	8249	8249	0	9749	9749	0	87%	1%	6%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	206	1642	"Did you know? The UK sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2909	50000-99999	99999	50000	74999	<1%	2%		1%	4%	<1%	4%	8%	<1%	12%	16%	<1%	17%	15%	<1%	10%	10%	<1%	0	13500	0	18750	18750	0	26250	26250	0	33750	33750	0	41249	41249	0	48749	48749	0	87%	1%	6%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
Vote Leave	https://www.facebook.com/voteleave/	209	1643	"Did you know? Great Britain sends £350 million to the EU every single week! Instead shouldn't we spend it on our own priorities, like the NHS? Take action and vote to leave the European Union on 23 June. Let's spend our money on our priorities. Vote Leave, Take Control! Vote Leave"	2908	0-999	999	0	499	<1%	4%		2%	8%	<1%	4%	8%	<1%	7%	13%	<1%	12%	12%	<1%	16%	11%	<1%	0	90	0	125	125	0	175	175	0	225	225	0	274	274	0	324	324	0	87%	2%	4%	6%	Fri Apr 15 2016 00:00:00 GMT+0100 (BST)	4/15/16	Wed Apr 20 2016 00:00:00 GMT+0100 (BST)	4/20/16
